date,hour,holiday,temperature,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
2023-03-27 00:00:00,0,No Holiday,-0.3,0.0,0.0,43,Clouds,broken clouds,486
2023-03-27 01:00:00,1,No Holiday,-5.1,0.0,0.0,38,Clouds,scattered clouds,568
2023-03-27 02:00:00,2,No Holiday,-3.3,0.0,0.0,17,Clear,sky is clear,978
2023-03-27 03:00:00,3,No Holiday,-4.5,0.0,0.0,3,Clear,sky is clear,699
2023-03-27 04:00:00,4,No Holiday,1.1,0.0,0.0,9,Clear,sky is clear,781
2023-03-27 05:00:00,5,No Holiday,1.0,0.0,0.0,7,Clear,sky is clear,835
2023-03-27 06:00:00,6,No Holiday,-1.5,0.0,0.0,11,Clear,sky is clear,621
2023-03-27 07:00:00,7,No Holiday,1.9,0.0,0.0,4,Clear,sky is clear,4653
2023-03-27 08:00:00,8,No Holiday,2.7,0.0,0.0,32,Clouds,few clouds,5237
2023-03-27 09:00:00,9,No Holiday,0.2,0.0,0.0,66,Clouds,scattered clouds,5066
2023-03-27 10:00:00,10,No Holiday,0.9,0.63,0.0,81,Rain,heavy intensity rain,3354
2023-03-27 11:00:00,11,No Holiday,4.0,0.0,0.0,8,Clear,sky is clear,3464
2023-03-27 12:00:00,12,No Holiday,6.8,0.0,0.0,11,Clear,sky is clear,3533
2023-03-27 13:00:00,13,No Holiday,8.5,0.0,0.0,7,Clear,sky is clear,3713
2023-03-27 14:00:00,14,No Holiday,9.0,0.0,0.0,77,Thunderstorm,thunderstorm with light rain,2200
2023-03-27 15:00:00,15,No Holiday,5.1,0.0,0.0,18,Clear,sky is clear,3795
2023-03-27 16:00:00,16,No Holiday,8.9,0.0,0.0,3,Clear,sky is clear,6441
2023-03-27 17:00:00,17,No Holiday,3.4,0.0,0.0,79,Clouds,few clouds,4834
2023-03-27 18:00:00,18,No Holiday,4.9,0.0,0.0,0,Clear,sky is clear,5452
2023-03-27 19:00:00,19,No Holiday,3.8,0.0,0.0,19,Clear,sky is clear,2802
2023-03-27 20:00:00,20,No Holiday,5.0,0.0,0.0,65,Clouds,broken clouds,2826
2023-03-27 21:00:00,21,No Holiday,4.0,0.52,0.0,94,Drizzle,light intensity drizzle,2338
2023-03-27 22:00:00,22,No Holiday,4.3,2.25,0.0,87,Rain,moderate rain,655
2023-03-27 23:00:00,23,No Holiday,-1.5,0.0,0.13,79,Snow,heavy snow,499
2023-03-28 00:00:00,0,No Holiday,0.3,0.0,0.0,3,Clear,sky is clear,770
2023-03-28 01:00:00,1,No Holiday,0.8,2.84,0.0,85,Rain,light rain,443
2023-03-28 02:00:00,2,No Holiday,-1.0,0.0,0.0,0,Clear,sky is clear,847
2023-03-28 03:00:00,3,No Holiday,-3.5,0.0,0.0,70,Mist,mist,884
2023-03-28 04:00:00,4,No Holiday,0.2,0.0,0.0,12,Clear,sky is clear,728
2023-03-28 05:00:00,5,No Holiday,-1.5,3.87,0.0,83,Rain,heavy intensity rain,675
2023-03-28 06:00:00,6,No Holiday,1.8,0.0,0.0,0,Clear,sky is clear,547
2023-03-28 07:00:00,7,No Holiday,3.9,0.0,0.98,83,Snow,light snow,3402
2023-03-28 08:00:00,8,No Holiday,-2.7,0.0,0.0,4,Clear,sky is clear,4736
2023-03-28 09:00:00,9,No Holiday,2.6,0.0,0.0,89,Fog,fog,4745
2023-03-28 10:00:00,10,No Holiday,0.8,0.0,0.0,12,Clear,sky is clear,3799
2023-03-28 11:00:00,11,No Holiday,3.4,0.0,0.0,67,Clouds,broken clouds,3291
2023-03-28 12:00:00,12,No Holiday,6.2,0.0,0.0,10,Clear,sky is clear,3169
2023-03-28 13:00:00,13,No Holiday,6.8,0.0,0.0,98,Clouds,scattered clouds,3931
2023-03-28 14:00:00,14,No Holiday,7.8,0.0,0.0,19,Clear,sky is clear,3266
2023-03-28 15:00:00,15,No Holiday,6.9,0.0,0.0,11,Clear,sky is clear,3175
2023-03-28 16:00:00,16,No Holiday,8.3,0.0,0.0,8,Clear,sky is clear,5726
2023-03-28 17:00:00,17,No Holiday,6.9,1.17,0.0,88,Rain,light rain,4640
2023-03-28 18:00:00,18,No Holiday,6.7,0.0,0.0,2,Clear,sky is clear,5349
2023-03-28 19:00:00,19,No Holiday,5.8,0.0,0.0,18,Clear,sky is clear,2746
2023-03-28 20:00:00,20,No Holiday,1.2,0.0,0.0,11,Clear,sky is clear,2781
2023-03-28 21:00:00,21,No Holiday,-0.9,0.0,1.11,94,Snow,heavy snow,1890
2023-03-28 22:00:00,22,No Holiday,-0.3,0.0,0.0,30,Clouds,broken clouds,710
2023-03-28 23:00:00,23,No Holiday,-0.8,0.0,0.0,68,Clouds,few clouds,651
2023-03-29 00:00:00,0,No Holiday,0.7,0.0,0.0,19,Clear,sky is clear,845
2023-03-29 01:00:00,1,No Holiday,-3.1,0.0,0.0,87,Mist,mist,615
2023-03-29 02:00:00,2,No Holiday,-0.2,0.0,0.0,55,Clouds,broken clouds,274
2023-03-29 03:00:00,3,No Holiday,-2.9,0.0,0.0,9,Clear,sky is clear,623
2023-03-29 04:00:00,4,No Holiday,0.2,0.0,0.0,12,Clear,sky is clear,876
2023-03-29 05:00:00,5,No Holiday,0.4,0.0,1.02,97,Snow,heavy snow,565
2023-03-29 06:00:00,6,No Holiday,0.9,0.0,0.0,13,Clear,sky is clear,925
2023-03-29 07:00:00,7,No Holiday,0.3,0.0,0.0,2,Clear,sky is clear,4593
2023-03-29 08:00:00,8,No Holiday,-1.6,0.0,0.0,97,Clouds,broken clouds,4333
2023-03-29 09:00:00,9,No Holiday,6.1,0.0,0.0,48,Clouds,few clouds,5061
2023-03-29 10:00:00,10,No Holiday,0.9,0.0,0.0,93,Clouds,broken clouds,3629
2023-03-29 11:00:00,11,No Holiday,4.1,0.0,0.0,9,Clear,sky is clear,3830
2023-03-29 12:00:00,12,No Holiday,7.1,0.0,3.42,87,Snow,heavy snow,2444
2023-03-29 13:00:00,13,No Holiday,2.8,0.0,0.0,65,Clouds,overcast clouds,3398
2023-03-29 14:00:00,14,No Holiday,7.2,0.0,0.0,3,Clear,sky is clear,3457
2023-03-29 15:00:00,15,No Holiday,7.4,1.01,0.0,80,Rain,moderate rain,3146
2023-03-29 16:00:00,16,No Holiday,3.9,0.0,0.0,50,Clouds,few clouds,6039
2023-03-29 17:00:00,17,No Holiday,6.2,6.0,0.0,77,Rain,heavy intensity rain,4881
2023-03-29 18:00:00,18,No Holiday,3.2,0.0,0.0,51,Clouds,broken clouds,5738
2023-03-29 19:00:00,19,No Holiday,4.6,0.65,0.0,70,Drizzle,light intensity drizzle,2154
2023-03-29 20:00:00,20,No Holiday,5.7,0.0,3.83,81,Snow,heavy snow,1856
2023-03-29 21:00:00,21,No Holiday,1.4,0.0,0.0,2,Clear,sky is clear,3254
2023-03-29 22:00:00,22,No Holiday,1.6,0.0,0.0,82,Mist,mist,619
2023-03-29 23:00:00,23,No Holiday,2.3,0.0,0.0,65,Clouds,overcast clouds,687
2023-03-30 00:00:00,0,No Holiday,-5.7,6.16,0.0,74,Rain,moderate rain,437
2023-03-30 01:00:00,1,No Holiday,-3.9,0.0,0.0,12,Clear,sky is clear,767
2023-03-30 02:00:00,2,No Holiday,-0.4,5.61,0.0,88,Rain,heavy intensity rain,571
2023-03-30 03:00:00,3,No Holiday,-2.0,0.0,0.0,6,Clear,sky is clear,604
2023-03-30 04:00:00,4,No Holiday,-1.9,0.0,0.0,0,Clear,sky is clear,492
2023-03-30 05:00:00,5,No Holiday,1.6,2.37,0.0,83,Rain,moderate rain,497
2023-03-30 06:00:00,6,No Holiday,-1.5,0.0,0.0,15,Clear,sky is clear,725
2023-03-30 07:00:00,7,No Holiday,-0.6,0.0,0.0,8,Clear,sky is clear,4662
2023-03-30 08:00:00,8,No Holiday,-1.7,0.0,0.0,3,Clear,sky is clear,4632
2023-03-30 09:00:00,9,No Holiday,2.9,0.0,0.0,19,Clear,sky is clear,4813
2023-03-30 10:00:00,10,No Holiday,2.1,0.0,0.0,63,Clouds,broken clouds,3288
2023-03-30 11:00:00,11,No Holiday,3.5,0.0,0.0,14,Clear,sky is clear,3317
2023-03-30 12:00:00,12,No Holiday,3.5,0.0,0.0,17,Clear,sky is clear,3496
2023-03-30 13:00:00,13,No Holiday,6.6,0.11,0.0,71,Drizzle,light intensity drizzle,3121
2023-03-30 14:00:00,14,No Holiday,7.3,4.94,0.0,99,Rain,heavy intensity rain,3015
2023-03-30 15:00:00,15,No Holiday,8.9,0.0,0.0,93,Clouds,overcast clouds,3494
2023-03-30 16:00:00,16,No Holiday,4.9,0.0,0.0,3,Clear,sky is clear,6173
2023-03-30 17:00:00,17,No Holiday,8.2,0.0,0.0,36,Clouds,broken clouds,5549
2023-03-30 18:00:00,18,No Holiday,5.3,0.0,0.0,81,Fog,fog,4806
2023-03-30 19:00:00,19,No Holiday,3.2,0.0,0.0,87,Mist,mist,2541
2023-03-30 20:00:00,20,No Holiday,5.8,0.0,0.0,17,Clear,sky is clear,2812
2023-03-30 21:00:00,21,No Holiday,2.3,0.0,0.0,57,Clouds,overcast clouds,2537
2023-03-30 22:00:00,22,No Holiday,-1.4,0.0,0.0,16,Clear,sky is clear,634
2023-03-30 23:00:00,23,No Holiday,0.2,1.61,0.0,85,Rain,moderate rain,473
2023-03-31 00:00:00,0,No Holiday,-1.4,0.0,0.0,30,Clouds,broken clouds,703
2023-03-31 01:00:00,1,No Holiday,1.1,0.0,0.0,99,Clouds,overcast clouds,677
2023-03-31 02:00:00,2,No Holiday,0.8,0.0,0.0,67,Clouds,broken clouds,666
2023-03-31 03:00:00,3,No Holiday,0.3,0.0,0.0,46,Clouds,overcast clouds,874
2023-03-31 04:00:00,4,No Holiday,1.6,0.0,0.0,76,Clouds,broken clouds,503
2023-03-31 05:00:00,5,No Holiday,-1.1,0.0,0.0,17,Clear,sky is clear,710
2023-03-31 06:00:00,6,No Holiday,-0.3,0.0,0.0,77,Clouds,overcast clouds,638
2023-03-31 07:00:00,7,No Holiday,3.8,0.0,0.0,88,Thunderstorm,thunderstorm with light rain,2832
2023-03-31 08:00:00,8,No Holiday,3.1,0.0,0.0,80,Clouds,overcast clouds,4510
2023-03-31 09:00:00,9,No Holiday,0.7,0.0,0.0,10,Clear,sky is clear,4657
2023-03-31 10:00:00,10,No Holiday,6.2,0.0,0.0,52,Clouds,overcast clouds,3710
2023-03-31 11:00:00,11,No Holiday,5.4,0.0,0.0,99,Mist,mist,3418
2023-03-31 12:00:00,12,No Holiday,5.5,0.0,0.0,62,Clouds,few clouds,3538
2023-03-31 13:00:00,13,No Holiday,3.9,0.0,0.0,4,Clear,sky is clear,3757
2023-03-31 14:00:00,14,No Holiday,6.4,2.34,0.0,70,Rain,heavy intensity rain,3000
2023-03-31 15:00:00,15,No Holiday,6.7,0.0,0.0,14,Clear,sky is clear,3071
2023-03-31 16:00:00,16,No Holiday,9.2,0.0,0.0,47,Clouds,broken clouds,5356
2023-03-31 17:00:00,17,No Holiday,5.4,0.0,0.0,9,Clear,sky is clear,5383
2023-03-31 18:00:00,18,No Holiday,5.1,0.0,0.0,5,Clear,sky is clear,4880
2023-03-31 19:00:00,19,No Holiday,2.3,10.36,0.0,71,Rain,heavy intensity rain,2469
2023-03-31 20:00:00,20,No Holiday,1.4,0.0,0.0,9,Clear,sky is clear,2969
2023-03-31 21:00:00,21,No Holiday,3.0,0.0,0.0,13,Clear,sky is clear,2916
2023-03-31 22:00:00,22,No Holiday,3.8,0.0,0.0,40,Clouds,few clouds,874
2023-03-31 23:00:00,23,No Holiday,-4.3,0.0,0.0,9,Clear,sky is clear,598
2023-04-01 00:00:00,0,No Holiday,8.6,0.0,0.0,55,Clouds,overcast clouds,545
2023-04-01 01:00:00,1,No Holiday,5.4,0.0,0.0,87,Clouds,scattered clouds,465
2023-04-01 02:00:00,2,No Holiday,7.5,11.9,0.0,77,Rain,light rain,384
2023-04-01 03:00:00,3,No Holiday,4.2,0.0,0.0,40,Clouds,scattered clouds,439
2023-04-01 04:00:00,4,No Holiday,7.7,0.0,0.0,95,Clouds,scattered clouds,487
2023-04-01 05:00:00,5,No Holiday,7.6,0.0,0.0,51,Clouds,overcast clouds,513
2023-04-01 06:00:00,6,No Holiday,8.9,0.34,0.0,75,Rain,heavy intensity rain,325
2023-04-01 07:00:00,7,No Holiday,8.4,0.0,0.0,18,Clear,sky is clear,3038
2023-04-01 08:00:00,8,No Holiday,9.5,0.0,0.0,11,Clear,sky is clear,3085
2023-04-01 09:00:00,9,No Holiday,11.0,0.0,0.0,7,Clear,sky is clear,3070
2023-04-01 10:00:00,10,No Holiday,7.4,0.0,0.0,0,Clear,sky is clear,2702
2023-04-01 11:00:00,11,No Holiday,12.5,0.0,0.0,13,Clear,sky is clear,2056
2023-04-01 12:00:00,12,No Holiday,15.6,0.15,0.0,70,Drizzle,light intensity drizzle,2338
2023-04-01 13:00:00,13,No Holiday,13.4,0.0,0.0,99,Mist,mist,2228
2023-04-01 14:00:00,14,No Holiday,10.7,0.0,0.0,18,Clear,sky is clear,2968
2023-04-01 15:00:00,15,No Holiday,14.9,0.0,0.0,5,Clear,sky is clear,2624
2023-04-01 16:00:00,16,No Holiday,12.4,0.0,0.0,8,Clear,sky is clear,4469
2023-04-01 17:00:00,17,No Holiday,14.3,0.0,0.0,71,Mist,mist,3684
2023-04-01 18:00:00,18,No Holiday,12.2,0.0,0.0,1,Clear,sky is clear,3613
2023-04-01 19:00:00,19,No Holiday,9.2,0.0,0.0,13,Clear,sky is clear,1839
2023-04-01 20:00:00,20,No Holiday,10.5,0.0,0.0,5,Clear,sky is clear,1986
2023-04-01 21:00:00,21,No Holiday,12.4,0.0,0.0,6,Clear,sky is clear,1909
2023-04-01 22:00:00,22,No Holiday,8.0,0.0,0.0,50,Clouds,overcast clouds,564
2023-04-01 23:00:00,23,No Holiday,9.5,0.0,0.0,32,Clouds,broken clouds,430
2023-04-02 00:00:00,0,No Holiday,10.7,0.0,0.0,3,Clear,sky is clear,573
2023-04-02 01:00:00,1,No Holiday,7.7,0.73,0.0,78,Rain,moderate rain,455
2023-04-02 02:00:00,2,No Holiday,5.6,0.0,0.0,11,Clear,sky is clear,479
2023-04-02 03:00:00,3,No Holiday,10.2,0.0,0.0,80,Clouds,overcast clouds,513
2023-04-02 04:00:00,4,No Holiday,10.5,0.0,0.0,67,Clouds,overcast clouds,463
2023-04-02 05:00:00,5,No Holiday,5.0,0.0,0.0,1,Clear,sky is clear,407
2023-04-02 06:00:00,6,No Holiday,9.6,0.0,0.0,69,Clouds,broken clouds,416
2023-04-02 07:00:00,7,No Holiday,8.8,0.19,0.0,73,Rain,light rain,2664
2023-04-02 08:00:00,8,No Holiday,8.0,0.0,0.0,5,Clear,sky is clear,3167
2023-04-02 09:00:00,9,No Holiday,9.6,0.0,0.0,82,Clouds,scattered clouds,2860
2023-04-02 10:00:00,10,No Holiday,12.1,0.0,0.0,10,Clear,sky is clear,2348
2023-04-02 11:00:00,11,No Holiday,11.3,0.0,0.0,12,Clear,sky is clear,2444
2023-04-02 12:00:00,12,No Holiday,11.4,0.0,0.0,68,Clouds,overcast clouds,3016
2023-04-02 13:00:00,13,No Holiday,10.5,0.0,0.0,6,Clear,sky is clear,2962
2023-04-02 14:00:00,14,No Holiday,17.1,0.0,0.0,47,Clouds,few clouds,2542
2023-04-02 15:00:00,15,No Holiday,10.9,0.0,0.0,79,Mist,mist,2642
2023-04-02 16:00:00,16,No Holiday,13.5,0.0,0.0,5,Clear,sky is clear,4577
2023-04-02 17:00:00,17,No Holiday,13.5,0.0,0.0,68,Clouds,scattered clouds,4103
2023-04-02 18:00:00,18,No Holiday,16.7,0.0,0.0,77,Fog,fog,3271
2023-04-02 19:00:00,19,No Holiday,14.3,0.0,0.0,76,Clouds,scattered clouds,1749
2023-04-02 20:00:00,20,No Holiday,12.0,0.0,0.0,16,Clear,sky is clear,1936
2023-04-02 21:00:00,21,No Holiday,10.0,0.76,0.0,70,Drizzle,light intensity drizzle,1366
2023-04-02 22:00:00,22,No Holiday,11.0,0.0,0.0,16,Clear,sky is clear,528
2023-04-02 23:00:00,23,No Holiday,8.3,0.0,0.0,9,Clear,sky is clear,512
2023-04-03 00:00:00,0,No Holiday,10.3,0.0,0.0,1,Clear,sky is clear,812
2023-04-03 01:00:00,1,No Holiday,3.2,0.0,0.0,16,Clear,sky is clear,810
2023-04-03 02:00:00,2,No Holiday,4.7,1.51,0.0,92,Rain,light rain,623
2023-04-03 03:00:00,3,No Holiday,4.8,0.0,0.0,16,Clear,sky is clear,728
2023-04-03 04:00:00,4,No Holiday,4.9,0.0,0.0,98,Clouds,few clouds,414
2023-04-03 05:00:00,5,No Holiday,8.1,7.09,0.0,84,Rain,moderate rain,905
2023-04-03 06:00:00,6,No Holiday,8.7,0.0,0.0,59,Clouds,overcast clouds,756
2023-04-03 07:00:00,7,No Holiday,8.9,0.0,0.0,5,Clear,sky is clear,5240
2023-04-03 08:00:00,8,No Holiday,10.6,0.15,0.0,85,Drizzle,light intensity drizzle,4435
2023-04-03 09:00:00,9,No Holiday,8.8,0.0,0.0,17,Clear,sky is clear,5128
2023-04-03 10:00:00,10,No Holiday,9.2,0.0,0.0,10,Clear,sky is clear,4175
2023-04-03 11:00:00,11,No Holiday,9.8,0.0,0.0,52,Clouds,few clouds,3207
2023-04-03 12:00:00,12,No Holiday,9.9,0.0,0.0,13,Clear,sky is clear,3493
2023-04-03 13:00:00,13,No Holiday,16.4,0.0,0.0,56,Clouds,broken clouds,3033
2023-04-03 14:00:00,14,No Holiday,10.1,0.0,0.0,5,Clear,sky is clear,3697
2023-04-03 15:00:00,15,No Holiday,14.3,0.0,0.0,51,Clouds,broken clouds,3501
2023-04-03 16:00:00,16,No Holiday,17.4,0.53,0.0,73,Rain,moderate rain,5129
2023-04-03 17:00:00,17,No Holiday,13.8,0.0,0.0,6,Clear,sky is clear,5340
2023-04-03 18:00:00,18,No Holiday,12.3,0.0,0.0,5,Clear,sky is clear,6103
2023-04-03 19:00:00,19,No Holiday,12.8,0.0,0.0,80,Clouds,overcast clouds,2739
2023-04-03 20:00:00,20,No Holiday,14.5,0.0,0.0,88,Clouds,few clouds,3033
2023-04-03 21:00:00,21,No Holiday,7.9,0.0,0.0,65,Clouds,scattered clouds,2692
2023-04-03 22:00:00,22,No Holiday,6.1,0.4,0.0,87,Drizzle,light intensity drizzle,657
2023-04-03 23:00:00,23,No Holiday,5.4,0.0,0.0,83,Clouds,scattered clouds,635
2023-04-04 00:00:00,0,No Holiday,8.3,0.0,0.0,48,Clouds,broken clouds,757
2023-04-04 01:00:00,1,No Holiday,5.8,0.0,0.0,19,Clear,sky is clear,563
2023-04-04 02:00:00,2,No Holiday,3.5,0.0,0.0,87,Mist,mist,579
2023-04-04 03:00:00,3,No Holiday,5.1,0.0,0.0,7,Clear,sky is clear,540
2023-04-04 04:00:00,4,No Holiday,5.4,0.0,0.0,16,Clear,sky is clear,709
2023-04-04 05:00:00,5,No Holiday,6.7,0.0,0.0,17,Clear,sky is clear,886
2023-04-04 06:00:00,6,No Holiday,10.9,0.0,0.0,15,Clear,sky is clear,888
2023-04-04 07:00:00,7,No Holiday,5.2,0.5,0.0,96,Drizzle,light intensity drizzle,3862
2023-04-04 08:00:00,8,No Holiday,10.9,0.0,0.0,17,Clear,sky is clear,5034
2023-04-04 09:00:00,9,No Holiday,9.9,0.0,0.0,97,Fog,fog,4683
2023-04-04 10:00:00,10,No Holiday,13.1,0.0,0.0,79,Clouds,few clouds,3217
2023-04-04 11:00:00,11,No Holiday,11.9,0.0,0.0,9,Clear,sky is clear,3547
2023-04-04 12:00:00,12,No Holiday,13.3,0.0,0.0,19,Clear,sky is clear,3791
2023-04-04 13:00:00,13,No Holiday,13.8,0.0,0.0,13,Clear,sky is clear,3171
2023-04-04 14:00:00,14,No Holiday,12.6,0.0,0.0,71,Mist,mist,3211
2023-04-04 15:00:00,15,No Holiday,12.8,0.0,0.0,38,Clouds,scattered clouds,3919
2023-04-04 16:00:00,16,No Holiday,11.8,0.0,0.0,16,Clear,sky is clear,4574
2023-04-04 17:00:00,17,No Holiday,14.4,0.0,0.0,69,Clouds,broken clouds,5514
2023-04-04 18:00:00,18,No Holiday,12.4,0.32,0.0,91,Drizzle,light intensity drizzle,4191
2023-04-04 19:00:00,19,No Holiday,9.3,0.1,0.0,71,Rain,moderate rain,2367
2023-04-04 20:00:00,20,No Holiday,11.4,0.53,0.0,97,Drizzle,light intensity drizzle,2498
2023-04-04 21:00:00,21,No Holiday,9.6,0.0,0.0,18,Clear,sky is clear,2781
2023-04-04 22:00:00,22,No Holiday,10.3,0.0,0.0,76,Clouds,overcast clouds,1031
2023-04-04 23:00:00,23,No Holiday,10.2,0.0,0.0,13,Clear,sky is clear,577
2023-04-05 00:00:00,0,No Holiday,8.1,0.0,0.0,61,Clouds,broken clouds,678
2023-04-05 01:00:00,1,No Holiday,6.3,0.0,0.0,19,Clear,sky is clear,755
2023-04-05 02:00:00,2,No Holiday,6.8,0.0,0.0,7,Clear,sky is clear,801
2023-04-05 03:00:00,3,No Holiday,6.8,0.0,0.0,34,Clouds,overcast clouds,703
2023-04-05 04:00:00,4,No Holiday,4.0,0.59,0.0,93,Rain,light rain,657
2023-04-05 05:00:00,5,No Holiday,3.5,0.0,0.0,19,Clear,sky is clear,689
2023-04-05 06:00:00,6,No Holiday,7.6,0.0,0.0,6,Clear,sky is clear,608
2023-04-05 07:00:00,7,No Holiday,8.1,0.0,0.0,9,Clear,sky is clear,4408
2023-04-05 08:00:00,8,No Holiday,11.2,0.0,0.0,46,Clouds,few clouds,5428
2023-04-05 09:00:00,9,No Holiday,7.8,0.12,0.0,83,Rain,light rain,4356
2023-04-05 10:00:00,10,No Holiday,10.8,0.0,0.0,78,Clouds,few clouds,3361
2023-04-05 11:00:00,11,No Holiday,13.1,0.0,0.0,99,Clouds,few clouds,3802
2023-04-05 12:00:00,12,No Holiday,17.8,0.0,0.0,34,Clouds,scattered clouds,3387
2023-04-05 13:00:00,13,No Holiday,10.7,0.0,0.0,5,Clear,sky is clear,3424
2023-04-05 14:00:00,14,No Holiday,16.0,0.0,0.0,11,Clear,sky is clear,3644
2023-04-05 15:00:00,15,No Holiday,15.7,0.0,0.0,71,Clouds,few clouds,3501
2023-04-05 16:00:00,16,No Holiday,11.3,0.0,0.0,79,Mist,mist,5173
2023-04-05 17:00:00,17,No Holiday,15.8,0.0,0.0,4,Clear,sky is clear,5182
2023-04-05 18:00:00,18,No Holiday,14.8,0.0,0.0,6,Clear,sky is clear,5824
2023-04-05 19:00:00,19,No Holiday,9.8,0.0,0.0,39,Clouds,broken clouds,3154
2023-04-05 20:00:00,20,No Holiday,14.5,0.0,0.0,18,Clear,sky is clear,3006
2023-04-05 21:00:00,21,No Holiday,12.6,0.0,0.0,40,Clouds,few clouds,2682
2023-04-05 22:00:00,22,No Holiday,8.0,7.43,0.0,72,Rain,moderate rain,658
2023-04-05 23:00:00,23,No Holiday,9.0,0.0,0.0,33,Clouds,scattered clouds,587
2023-04-06 00:00:00,0,No Holiday,8.0,0.0,0.0,70,Clouds,overcast clouds,590
2023-04-06 01:00:00,1,No Holiday,3.4,0.0,0.0,2,Clear,sky is clear,721
2023-04-06 02:00:00,2,No Holiday,6.3,2.14,0.0,83,Rain,light rain,687
2023-04-06 03:00:00,3,No Holiday,8.8,0.0,0.0,7,Clear,sky is clear,622
2023-04-06 04:00:00,4,No Holiday,8.3,0.0,0.0,19,Clear,sky is clear,687
2023-04-06 05:00:00,5,No Holiday,7.3,0.0,0.0,43,Clouds,broken clouds,578
2023-04-06 06:00:00,6,No Holiday,7.1,3.94,0.0,98,Rain,heavy intensity rain,860
2023-04-06 07:00:00,7,No Holiday,11.5,0.0,0.0,14,Clear,sky is clear,4944
2023-04-06 08:00:00,8,No Holiday,4.8,0.0,0.0,85,Clouds,overcast clouds,5203
2023-04-06 09:00:00,9,No Holiday,8.3,0.13,0.0,82,Drizzle,light intensity drizzle,4228
2023-04-06 10:00:00,10,No Holiday,13.0,0.0,0.0,36,Clouds,scattered clouds,3604
2023-04-06 11:00:00,11,No Holiday,12.9,0.0,0.0,18,Clear,sky is clear,3437
2023-04-06 12:00:00,12,No Holiday,12.2,0.17,0.0,87,Drizzle,light intensity drizzle,3336
2023-04-06 13:00:00,13,No Holiday,13.1,0.0,0.0,73,Clouds,overcast clouds,3318
2023-04-06 14:00:00,14,No Holiday,15.3,0.0,0.0,12,Clear,sky is clear,3817
2023-04-06 15:00:00,15,No Holiday,16.5,0.0,0.0,16,Clear,sky is clear,3105
2023-04-06 16:00:00,16,No Holiday,11.6,0.82,0.0,84,Drizzle,light intensity drizzle,4747
2023-04-06 17:00:00,17,No Holiday,16.2,0.0,0.0,33,Clouds,scattered clouds,5545
2023-04-06 18:00:00,18,No Holiday,11.3,0.0,0.0,4,Clear,sky is clear,4527
2023-04-06 19:00:00,19,No Holiday,11.3,0.0,0.0,54,Clouds,overcast clouds,2729
2023-04-06 20:00:00,20,No Holiday,16.0,0.0,0.0,15,Clear,sky is clear,2778
2023-04-06 21:00:00,21,No Holiday,10.0,0.0,0.0,17,Clear,sky is clear,2744
2023-04-06 22:00:00,22,No Holiday,8.4,0.0,0.0,90,Clouds,broken clouds,879
2023-04-06 23:00:00,23,No Holiday,4.7,0.15,0.0,75,Drizzle,light intensity drizzle,849
2023-04-07 00:00:00,0,No Holiday,7.3,0.0,0.0,78,Clouds,broken clouds,671
2023-04-07 01:00:00,1,No Holiday,8.0,0.0,0.0,97,Thunderstorm,thunderstorm with light rain,396
2023-04-07 02:00:00,2,No Holiday,6.8,0.0,0.0,10,Clear,sky is clear,451
2023-04-07 03:00:00,3,No Holiday,5.4,0.95,0.0,88,Rain,moderate rain,464
2023-04-07 04:00:00,4,No Holiday,7.0,0.0,0.0,99,Fog,fog,682
2023-04-07 05:00:00,5,No Holiday,6.0,0.0,0.0,57,Clouds,broken clouds,663
2023-04-07 06:00:00,6,No Holiday,6.3,0.0,0.0,88,Fog,fog,473
2023-04-07 07:00:00,7,No Holiday,7.3,0.0,0.0,99,Clouds,overcast clouds,5018
2023-04-07 08:00:00,8,No Holiday,9.7,0.0,0.0,7,Clear,sky is clear,5264
2023-04-07 09:00:00,9,No Holiday,6.9,2.38,0.0,78,Rain,heavy intensity rain,4344
2023-04-07 10:00:00,10,No Holiday,11.7,3.5,0.0,74,Rain,heavy intensity rain,2817
2023-04-07 11:00:00,11,No Holiday,12.8,0.0,0.0,48,Clouds,overcast clouds,3099
2023-04-07 12:00:00,12,No Holiday,12.2,0.68,0.0,72,Drizzle,light intensity drizzle,3050
2023-04-07 13:00:00,13,No Holiday,13.1,0.0,0.0,94,Mist,mist,3149
2023-04-07 14:00:00,14,No Holiday,15.0,0.0,0.0,89,Fog,fog,3137
2023-04-07 15:00:00,15,No Holiday,14.2,0.0,0.0,17,Clear,sky is clear,3479
2023-04-07 16:00:00,16,No Holiday,14.1,0.0,0.0,2,Clear,sky is clear,5264
2023-04-07 17:00:00,17,No Holiday,18.2,0.0,0.0,0,Clear,sky is clear,4910
2023-04-07 18:00:00,18,No Holiday,16.0,2.34,0.0,81,Rain,moderate rain,4571
2023-04-07 19:00:00,19,No Holiday,15.5,0.0,0.0,93,Fog,fog,2698
2023-04-07 20:00:00,20,No Holiday,10.9,0.0,0.0,4,Clear,sky is clear,2937
2023-04-07 21:00:00,21,No Holiday,7.2,0.0,0.0,17,Clear,sky is clear,2459
2023-04-07 22:00:00,22,No Holiday,9.5,0.0,0.0,85,Mist,mist,869
2023-04-07 23:00:00,23,No Holiday,9.3,0.0,0.0,16,Clear,sky is clear,722
